,CODE_MNEMONIC,DESCRIPTION,FREQUENCY,MULTIPLIER,AGGREGATION_TYPE,UNIT_TYPE,DATA_TYPE,DATA_UNIT,SEASONALLY_ADJUSTED,ANNUALIZED,PROVIDER_MEASURE_URL,PROVIDER,SOURCE,SOURCE_DESCRIPTION,COUNTRY,DATASET
UKDMOGI.CASHRAISED.B,UKDMOGI.CASHRAISED,Cash Raised,B,6,UNDEFINED,FLOW,CURRENCY,GBP,NSA,FALSE,https://www.dmo.gov.uk/data/pdfdatareport?reportCode=D5D,AfricaAI,UKDMO,United Kingdom Debt Management Office,GBR,UKDMOGI
